question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
"Beth is a scuba diver.  She is excavating a sunken ship off the coast of a small Caribbean island and she must remain underwater for long periods.  Her primary tank, which she wears when she first enters the water, has enough oxygen to allow her to stay underwater for 2 hours.  She also has several 1-hour supplemental tanks that she takes with her as well as stores on the ocean floor so she can change tanks underwater without having to come up to the surface.  She will need to be underwater for 8 hours.  How many supplemental tanks will she need?","For an 8-hour dive, she will use her 2-hour primary tanks and will need supplemental tanks for 8-2=<<8-2=6>>6 additional hours.
Since each supplemental tank holds 1 hour of oxygen, for 6 hours she will need 6/1=<<6/1=6>>6 supplemental tanks.
#### 6","Here's how to figure out how many supplemental tanks Beth needs:

* **Total time needed:** Beth needs to be underwater for 8 hours.
* **Primary tank time:** Her primary tank lasts for 2 hours.
* **Supplemental tank time:**  She needs to account for the remaining time. 8 hours - 2 hours = 6 hours.
* **Supplemental tanks needed:** 6 hours / 1 hour per tank = 6 supplemental tanks.

**Answer:** Beth will need 6 supplemental tanks. 
",6,6.0,True
"There are 20 stickers on a page. If you have 12 pages of stickers but lose one of the pages, then how many stickers would you have?","After losing one of the pages you have 12 - 1 = <<12-1=11>>11 pages of stickers.
If each page has 20 stickers on it, you have 11 x 20 = <<11*20=220>>220 stickers.
#### 220","Here's how to solve the problem:

* **Total stickers:** 12 pages * 20 stickers/page = 240 stickers
* **Stickers after losing a page:** 240 stickers - 20 stickers = 220 stickers

You would have **220** stickers. 
",220,220.0,True
"Tina is getting $20 for each book she sells. If she realizes a $120 profit on her sales, how many people have she sold the books to if each book costs $5 to make and every customer buys 2 at a time?","First, we need to determine the profit per book. To do this, we perform 20-5=<<20-5=15>>15 dollars in profit per book.
Next, we divide the total sales by the profit per book, performing 120/15=<<120/15=8>>8 books sold in total.
Since the books are sold 2 at a time, we divide the number sold by 2 to find the total number of people sold to, performing 8/2=<<8/2=4>>4 people in total.
#### 4","Here's how to solve this problem step-by-step:

**1. Calculate Tina's total earnings:**

* Tina made a profit of $120.
* She earns $20 per book, so she sold $120 / $20 = 6 books.

**2. Calculate the total number of books sold:**

* Each customer buys 2 books, and she sold 6 books, so she sold 6 / 2 = 3 customers.

**Answer:** Tina sold books to 3 customers. 
",4,3.0,False
Valerie’s cookie recipe makes 16 dozen cookies and calls for 4 pounds of butter.  She only wants to make 4 dozen cookies for the weekend.  How many pounds of butter will she need?,"Her original recipe makes 16 dozen and she only needs 4 dozen so she needs to reduce the recipe by 16/4 = <<16/4=4>>4
For 4 dozen cookies, she needs to reduce her recipe by 4 and the original called for 4 pounds of butter so she now needs 4/4 = 1 pound of butter
#### 1","Here's how to solve the problem:

* **Calculate the total number of cookies:** 16 dozen cookies = 16 * 12 = 192 cookies
* **Determine the butter ratio:**  The recipe uses 4 pounds of butter for 192 cookies.
* **Calculate the butter needed for 4 dozen cookies:** 4 dozen cookies = 4 * 12 = 48 cookies
* **Calculate the butter needed per dozen cookies:** 4 pounds / 192 cookies = 0.021 pounds per cookie
* **Calculate the total butter needed:** 0.021 pounds/cookie * 48 cookies = 1.01 pounds of butter 


**Answer:** Valerie will need 1.01 pounds of butter. 
",1,1.01,True
Gretchen's local ice cream shop offers 100 different flavors.  She was able to try a 1/4 of the flavors 2 years ago and double that amount last year.  How many more flavors will she need to try this year to have tried all 100 flavors?,"The shop offers 100 flavors and she tried 1/4 of the flavors so she had 100*.25 = <<100*.25=25>>25 flavors 2 years ago
Last year she ate double the amount from the previous year so she had 25*2 = <<25*2=50>>50 flavors
2 years ago she ate 25 flavors and last year she had 50 flavors so she has had 25+50 = <<25+50=75>>75 flavors
The shop offers 100 flavors and she has had 75 flavors so she still needs to try 100-75 = <<100-75=25>>25 flavors
#### 25","Here's how to solve the problem step-by-step:

* **Two years ago:** Gretchen tried 1/4 * 100 = 25 flavors.
* **Last year:** She tried 2 * 25 = 50 flavors.
* **Total flavors tried:** She tried 25 + 50 = 75 flavors.
* **Flavors left:** She needs to try 100 - 75 = 25 flavors.

**Answer:** Gretchen needs to try 25 more flavors this year. 
",25,25.0,True
Jerry is making cherry syrup. He needs 500 cherries per quart of syrup. It takes him 2 hours to pick 300 cherries and 3 hours to make the syrup. How long will it take him to make 9 quarts of syrup?,"First find how many cherries Jerry can pick in one hour: 300 cherries / 2 hours = <<300/2=150>>150 cherries/hour
Then multiply the number of quarts of syrup by the number of cherries per quart to find the total number of quarts Jerry needs: 500 cherries/quart * 9 quarts = 4500 cherries
Then divide the total number of cherries by the number of cherries he picks per hour to find the number of hours the cherry-picking takes: 4500 cherries / 150 cherries/hour = <<4500/150=30>>30 hours
Then add the time it takes him to make the syrup to find the total time: 30 hours + 3 hours = <<30+3=33>>33 hours
#### 33","Here's how to solve this problem:

**1. Calculate cherries needed:**

* 9 quarts of syrup * 500 cherries/quart = 4500 cherries

**2. Calculate time for picking:**

* 4500 cherries / 300 cherries/hour = 15 hours

**3. Calculate time for making syrup:**

* 4500 cherries * 3 hours/quart = 13500 hours

**4. Calculate total time:**

* 15 hours (picking) + 13500 hours (making syrup) = 13515 hours

**Answer:** It will take Jerry 13515 hours to make 9 quarts of syrup. 
",33,9.0,False
"Jack, who weighs 60 pounds, wants to play on the see-saw with his cousin Anna, who weighs 40 pounds. How many 4-pound rocks does Jack need to hold to make their weights equal?","First find the total difference in weight between the two people: 60 pounds - 40 pounds = <<60-40=20>>20 pounds
Then divide the weight difference by the weight of each rock to find the number of rocks need to even the weights: 20 pounds / 4 pound/rock = <<20/4=5>>5 rocks
#### 5","Here's how to solve this problem:

**1. Find the difference in weight:**

* Jack weighs 60 pounds - 40 pounds = 20 pounds more than Anna.

**2.  Determine how many rocks are needed:**

* Jack needs to add 20 pounds of weight to make their weights equal.
* Each rock weighs 4 pounds.
* Therefore, Jack needs to carry 20 pounds / 4 pounds per rock = 5 rocks.


**Answer:** Jack needs to hold 5 rocks. 
",5,5.0,True
"Anton has three times as many cards in his collection as Heike does. Ann has six times as many cards as Heike does. If Ann has 60 cards, how many more cards does Ann have more than Anton?","If Ann has 60 cards, which is six times as many cards as Heike, Heike has 60/6= <<60/6=10>>10 cards.
Anton has three times as many cards in his collection as Heike does, and since Heike has 10 cards, Anton has 10*3=<<3*10=30>>30 cards.
Ann has 60-30=<<60-30=30>>30 more cards than Anton.
#### 30","Here's how to solve the problem step-by-step:

**1. Find how many cards Heike has:**

* Ann has 60 cards, and that's six times the number Heike has.
* Heike has 60 / 6 = 10 cards.

**2. Find how many cards Anton has:**

* Anton has three times the number of cards Heike has.
* Anton has 3 * 10 = 30 cards.

**3. Find the difference between Ann's and Anton's cards:**

* Ann has 60 cards and Anton has 30 cards.
* Ann has 60 - 30 = 30 more cards than Anton.


**Answer:** Ann has 30 more cards than Anton. 
",30,30.0,True
"Uncle Lou was given four bags of peanuts to eat on his 2-hour plane flight.  Each bag contains 30 peanuts.  If he eats all of the peanuts during the flight, one at a time, consumed at equally spaced intervals, what is the length of time, in minutes, between eating each peanut?","Four bags of peanuts, with 30 peanuts per bag, is a total of 4*30=<<4*30=120>>120 peanuts.
Two hours is 60*2=<<2*60=120>>120 minutes.
Thus, consuming 120 peanuts, 1 at a time, at equally spaced intervals over two hours requires 120/120=<<120/120=1>>1 minute intervals between peanuts.
#### 1","Here's how to solve this problem:

**1. Calculate the total number of peanuts:**

* Uncle Lou has 4 bags * 30 peanuts/bag = 120 peanuts

**2. Calculate the total time in minutes:**

* 2 hours * 60 minutes/hour = 120 minutes

**3. Calculate the time between each peanut:**

* 120 minutes / 120 peanuts = 1 minute/peanut 


**Answer:** The length of time between eating each peanut is **1 minute**. 
",1,1.0,True
"Mary needs school supplies. She has 6 classes and needs 1 folder for each class. She also needs 3 pencils for each class. She decides that for every 6 pencils she should have 1 eraser. She also needs a set of paints for an art class.  Folders cost $6, pencils cost $2, and erasers cost $1. If she spends $80, how much did the set of paints cost in dollars?","Mary needs 6*1= <<6*1=6>>6 folders.
Mary needs 6*3= <<6*3=18>>18 pencils.
Mary needs 18/6= <<18/6=3>>3 erasers.
Mary spends 6*6= $<<6*6=36>>36 on folders.
Mary spends 18*2= $<<18*2=36>>36 on pencils.
Mary spends 3*1= $<<3*1=3>>3 on erasers.
Mary spends 36+36+3= $<<36+36+3=75>>75 on all the supplies except the paints.
Mary spends 80-75= $<<80-75=5>>5 on the paint set.
#### 5","Here's how to break down the problem to find the cost of the paints:

**1. Calculate the cost of folders:**

* Cost per folder: $6
* Number of folders: 6
* Total folder cost: $6 * 6 = $36

**2. Calculate the cost of pencils:**

* Cost per pencil: $2
* Number of pencils per class: 3
* Number of classes: 6
* Total pencil cost: $2 * 3 * 6 = $36

**3. Calculate the cost of erasers:**

* Cost per eraser: $1
* Number of erasers needed: 6 pencils / 6 = 1 eraser per 6 pencils
* Total eraser cost: $1 * 6 = $6

**4. Calculate the total cost of folders, pencils, and erasers:**

* Total cost: $36 + $36 + $6 = $78

**5. Calculate the cost of the paints:**

* Total spent: $80
* Total cost of folders, pencils, and erasers: $78
* Cost of paints: $80 - $78 = $2

**Answer:** The set of paints cost $2. 
",5,2.0,False
Tim drops a ball off the roof of a 96-foot tall building. The ball bounces to half the height from which it fell on each bounce. How high will it bounce on the fifth bounce?,"On the first bounce, it will reach a height of 96 / 2 = <<96/2=48>>48 feet.
On the second bounce, it will reach a height of 48 / 2 = <<48/2=24>>24 feet.
On the third bounce, it will reach a height of 24 / 2 = <<24/2=12>>12 feet.
On the fourth bounce, it will reach a height of 12 / 2 = <<12/2=6>>6 feet.
On the fifth bounce, it will reach a height of 6 / 2 = <<6/2=3>>3 feet.
#### 3","Here's how to solve this problem:

* **Bounce 1:** The ball falls 96 feet and bounces to 96 / 2 = 48 feet.
* **Bounce 2:** The ball falls 48 feet and bounces to 48 / 2 = 24 feet.
* **Bounce 3:** The ball falls 24 feet and bounces to 24 / 2 = 12 feet.
* **Bounce 4:** The ball falls 12 feet and bounces to 12 / 2 = 6 feet.
* **Bounce 5:** The ball falls 6 feet and bounces to 6 / 2 = 3 feet.

**Answer:** The ball will bounce to 3 feet on the fifth bounce. 
",3,3.0,True
Thirty students run in a charity race to raise money for the hurricane victims. Ten of the students raised $20 each. The rest of the students raised $30 each. How much did the students raise in all?,"Ten students raised a total of $20 x 10 = $<<20*10=200>>200.
There are 30 - 10 = <<30-10=20>>20 students who raised $30 each.
Twenty students raised a total of $30 x 20 = $<<30*20=600>>600.
Therefore, the students raised a total of $200 + $600 = $<<200+600=800>>800.
#### 800","Here's how to solve the problem:

* **Students who raised $20:** 10 students * $20/student = $200
* **Students who raised $30:** 30 students - 10 students = 20 students
* **Total amount raised by $30 students:** 20 students * $30/student = $600
* **Total amount raised:** $200 + $600 = $800

**Answer:** The students raised a total of $800. 
",800,800.0,True
"Apple can run at a rate of 3 miles per hour. Mac can run at a rate of 4 miles per hour. In minutes, how much faster will Mac run a 24 mile race?","First find how fast each runs. Apple = 24 miles / 3 miles per hour = <<24/3=8>>8 hours
Mac = 24 miles / 4 miles per hour = <<24/4=6>>6 hours.
Mac runs 8 hours - 6 hours = <<8-6=2>>2 hours faster.
1 hour = 60 minutes, so, Mac runs faster by 2 hours * 60 minutes = <<2*60=120>>120 minutes.
#### 120","Here's how to solve this problem:

**1. Calculate Mac's time:**

* Time = Distance / Speed
* Time = 24 miles / 4 miles per hour = 6 hours

**2. Calculate Elsa's time:**

* Time = Distance / Speed
* Time = 24 miles / 3 miles per hour = 8 hours

**3. Find the difference in time:**

* Difference = Mac's time - Elsa's time
* Difference = 6 hours - 8 hours = -2 hours

**4. Convert the difference to minutes:**

*  -2 hours * 60 minutes/hour = -120 minutes

**Answer:** Mac will run the race 120 minutes faster than Elsa. 
",120,120.0,True
"Last year, the school library purchased 50 new books. This year, it purchased 3 times as many books. If the library had 100 books before it purchased new books last year, how many books are in the library now?","Last year, there were a total of 100 + 50 = <<100+50=150>>150 books in the library.
The library purchased 50 x 3 = <<50*3=150>>150 books this year.
Therefore, the library now has a total of 150 + 150 = <<150+150=300>>300 books.
#### 300","Here's how to solve the problem:

* **This year's purchase:** The library bought 3 * 50 = 150 books this year.
* **Total books purchased:** The library bought 50 + 150 = 200 books in total.
* **Total books now:** The library has 100 + 200 = 300 books now.

**Answer:** The library now has 300 books. 
",300,300.0,True
A class of 12 students was about to share 108 oranges equally among themselves when it was discovered that 36 of the oranges were bad and had to be thrown away. How many oranges less will each student get now than if no orange had to be thrown away?,"If the 12 students had shared the 108 oranges, each student would have gotten 108/12 = <<108/12=9>>9 oranges
But 36 were removed so there are 108-36 = <<108-36=72>>72 oranges left
So 12 shared 72 for each to get 72/12 = <<72/12=6>>6 oranges
This is 9-6 = <<9-6=3>>3 less than they would each get if they did not have to throw any orange away.
#### 3","Here's how to solve the problem:

**1. Oranges per student before:**

* They had 108 oranges / 12 students = 9 oranges per student.

**2. Oranges left after throwing some away:**

* They had 108 oranges - 36 bad oranges = 72 oranges left.

**3. Oranges per student now:**

* Each student gets 72 oranges / 12 students = 6 oranges.

**4. Difference:**

* Each student gets 9 oranges - 6 oranges = 3 fewer oranges.


**Answer:** Each student will get 3 fewer oranges now than if no oranges had to be thrown away. 
",3,3.0,True
"Santana has 7 brothers. 3 of them have birthdays in March, 1 of them has a birthday in October, 1 has a birthday in November, and another 2 of them were born in December. If Santana always buys each of her brothers a birthday present and a Christmas present, how many more presents does she have to buy in the second half of the year than the first half of the year?","Santana has 1 + 1 + 2 = <<1+1+2=4>>4 brothers with birthdays in the second half of the year.
She has 7 brothers - 4 brothers = <<7-4=3>>3 brothers with birthdays in the first half of the year.
Altogether, she has to buy 4 + 7 = <<4+7=11>>11 presents in the second half of the year.
Therefore, she has to buy 11 - 3 = <<11-3=8>>8 more presents in the second half of the year.
#### 8","Here's how to solve the problem:

**First Half of the Year:**

* **Presents needed:** Santana needs to buy presents for 7 brothers.
* **Presents in the first half:**  She needs to buy presents for 7 brothers in the first half of the year.

**Second Half of the Year:**

* **Presents needed:** Santana needs to buy presents for 7 brothers.
* **Presents in the second half:** She needs to buy presents for 7 brothers in the second half of the year.

**The Difference:**

* **Difference:**  The number of presents Santana needs to buy in the second half of the year is the same as the number of presents she needs to buy in the first half of the year.


Let me know if you'd like to explore a different scenario! 
",8,7.0,False
"Trish likes to go for walks every day.  One day, she goes on a 1-mile walk.  Every subsequent day, she doubles the distance she walked the previous day.  On what day does she walk more than 10 times further than she did on the first day?","Trish walks 1 mile on the first day, and since she walks double the previous day's amount each day that means she walks 1*2=<<1*2=2>>2 miles the second day.
On the following day, she walks double the distance of the previous day's total of 2 miles, meaning she walks 2*2=<<2*2=4>>4 miles that day.
On the following day, she walks double the distance of the previous day's total of 4 miles, meaning she walks 4*2=<<4*2=8>>8 miles that day.
On the following day, she walks double the distance of the previous day's total of 8 miles, meaning she walks 8*2=<<8*2=16>>16 miles that day.
As we're looking for the first day that her distance exceeds 10 times her original total, that means we're seeking a mile total of greater than or equal to 10*1= <<10*1=10>>10 miles,
Since she accomplished this on the 5th day of walking, the answer is <<5=5>>5.
#### 5","Here's how to solve this problem:

* **Day 1:** 1 mile
* **Day 2:** 1 * 2 = 2 miles
* **Day 3:** 2 * 2 = 4 miles
* **Day 4:** 4 * 2 = 8 miles
* **Day 5:** 8 * 2 = 16 miles
* **Day 6:** 16 * 2 = 32 miles
* **Day 7:** 32 * 2 = 64 miles
* **Day 8:** 64 * 2 = 128 miles
* **Day 9:** 128 * 2 = 256 miles
* **Day 10:** 256 * 2 = 512 miles

Trish walks more than 10 times further than on the first day on **Day 10**. 
",5,10.0,False
"Princeton had a gender reveal party and invited all of his fellow employees to celebrate with him. If the total number of guests were 60, and 2/3 were male guests, how many female guests attended the party?","The number of males in the party was 2 males / 3 guests * 60 guests = <<2/3*60=40>>40 males
If the total number of people at the party was 60, then there were 60 guests - 40 males = <<60-40=20>>20 females.
#### 20","Here's how to solve the problem:

**1. Find the number of male guests:**

* Multiply the total number of guests by the fraction representing male guests: 60 guests * (2/3) = 40 male guests

**2. Find the number of female guests:**

* Subtract the number of male guests from the total number of guests: 60 guests - 40 guests = 20 female guests


**Answer:** There were **20** female guests at the party. 
",20,20.0,True
"Victor works at Clucks Delux, a restaurant specializing in chicken. An order of Chicken Pasta uses 2 pieces of chicken, an order of Barbecue Chicken uses 3 pieces of chicken, and a family-size Fried Chicken Dinner uses 8 pieces of chicken. Tonight, Victor has 2 Fried Chicken Dinner orders, 6 Chicken Pasta orders, and 3 Barbecue Chicken orders. How many pieces of chicken does he need for all the orders?","Victor needs 2 * 8 = <<2*8=16>>16 pieces of chicken for Fried Chicken Dinners.
He needs 6 * 2 = <<6*2=12>>12 pieces of chicken for Chicken Pasta.
He needs 3 * 3 = <<3*3=9>>9 pieces of chicken for Barbecue Chicken orders.
Thus, he needs 16 + 12 + 9 = <<16+12+9=37>>37 pieces of chicken.
#### 37","Here's how to solve the problem:

* **Fried Chicken Dinner:** 2 orders * 8 pieces/order = 16 pieces
* **Chicken Pasta:** 6 orders * 2 pieces/order = 12 pieces
* **Barbecue Chicken:** 3 orders * 3 pieces/order = 9 pieces

**Total:** 16 + 12 + 9 = **37 pieces**

Victor needs 37 pieces of chicken for all the orders. 
",37,37.0,True
"Pauline has a garden with vegetables. In it, Pauline has planted 3 kinds of tomatoes - 5 of each kind, 5 kinds of cucumbers - 4 of each kind, and 30 potatoes. In the whole garden, there are 10 rows with 15 spaces in each to plant any vegetable. How many more vegetables could Pauline plant in her garden?","Pauline planted in total 3 * 5 = <<3*5=15>>15 tomatoes.
Pauline also planted 5 * 4 = <<5*4=20>>20 cucumbers.
In total Pauline planted 15 + 20 + 30 = <<15+20+30=65>>65 different vegetables.
The whole garden can be filled up with 10 * 15 = <<10*15=150>>150 different vegetables.
So Pauline could plant 150 - 65 = <<150-65=85>>85 more vegetables in her garden.
#### 85","Here's how to solve this problem:

**1. Calculate the total number of tomatoes:**

* Pauline has 5 tomatoes/kind * 3 kinds = 15 tomatoes

**2. Calculate the total number of cucumbers:**

* Pauline has 4 cucumbers/kind * 4 kinds = 16 cucumbers

**3. Calculate the total number of vegetables planted:**

* 15 tomatoes + 16 cucumbers + 30 potatoes = 61 vegetables

**4. Calculate the total number of spaces:**

* 10 rows * 15 spaces/row = 150 spaces

**5. Calculate how many more vegetables Pauline could plant:**

* 150 spaces - 61 vegetables = 89 more vegetables


**Answer:** Pauline could plant 89 more vegetables in her garden. 
",85,89.0,False
"Bob is going to put in a vegetable garden on his property. It's going to be in one of the back corners of his land. He wants the width of the garden to be about an eighth of the width of his property, and the length to be a tenth of the length of his property. His land is 1000 feet wide and 2250 feet long. How many square feet is his garden going to be?","The width of his garden is going to be 1000 / 8 = <<1000/8=125>>125 feet.
The length of his garden is going to be 2250 / 10 = <<2250/10=225>>225 feet.
So the area of his garden is going to be 125 X 225 = 28125 square feet.
#### 28125","Here's how to calculate the area of Bob's garden:

**1. Find the width of the garden:**

* Width of garden = (1/8) * 1000 feet = 125 feet

**2. Find the length of the garden:**

* Length of garden = (1/10) * 2250 feet = 225 feet

**3. Calculate the area of the garden:**

* Area = width * length 
* Area = 125 feet * 225 feet
* Area = 28125 square feet

**Answer:** Bob's garden will be 28,125 square feet. 
",28125,28125.0,True
Matilda bought a smartphone for $300. Then she decided she wouldn't use it anyway and sold it for $255. What percentage of the initial cost did she lose?,"The difference between the initial cost and the amount she sold the phone for is $300-$255 = $<<300-255=45>>45
$45 is (($45/$300)*100)% = 15% of $300
#### 15","Here's how to calculate the percentage loss:

**1. Find the amount of loss:**

* Loss = Initial Cost - Selling Price
* Loss = $300 - $255 = $45

**2. Calculate the percentage loss:**

* Percentage Loss = (Loss / Initial Cost) * 100%
* Percentage Loss = ($45 / $300) * 100% = 15%

**Answer:** Matilda lost 15% of the initial cost. 
",15,15.0,True
John is laying the foundation for 3 homes. Each home needs a slab of concrete that is 100 feet by 100 feet by .5 feet. Concrete has a density of 150 pounds per cubic foot. A pound of concrete cost $.02 per pound. How much does the foundation cost?,"The volume of the slab is 100*100*.5=<<100*100*.5=5000>>5000 cubic feet
So it weighs 5000*150=<<5000*150=750000>>750000 pounds
That means the cost is 750000*$0.02=$<<750000*0.02=15000>>15,000 per house
So the total cost for all 3 houses is $15000*3=$<<15000*3=45000>>45,000
#### 45000","Here's how to break down the cost calculation:

**1. Calculate the volume of concrete needed per home:**

* Volume = length x width x height
* Volume = 100 feet x 100 feet x 0.5 feet 
* Volume = 5000 cubic feet

**2. Calculate the total volume of concrete needed:**

* Total volume = 3 homes x 5000 cubic feet/home
* Total volume = 15000 cubic feet

**3. Calculate the total weight of concrete needed:**

* Weight = Volume x Density
* Weight = 15000 cubic feet x 150 pounds/cubic foot
* Weight = 2250000 pounds

**4. Calculate the total cost of the concrete:**

* Cost = Weight x Price per pound
* Cost = 2250000 pounds x $0.02/pound
* Cost = $45000 

**Therefore, the foundation for all three homes costs $45,000.** 
",45000,45000.0,True
"Violet is planning a hike through the desert with her dog. Violet needs 800 ml of water per hour hiked and her dog needs 400 ml of water per hour. If Violet can carry 4.8 L of water, how many hours can she and her dog spend hiking?","First find the total amount of water Violet and her dog consume per hour: 800 ml + 400 ml = <<800+400=1200>>1200 ml
Then divide that amount by 1000 ml/L to convert it to liters: 1200 ml / 1000 ml/L = <<1200/1000=1.2>>1.2 L
Then divide Violet's carrying capacity by the amount of water they drink per hour to find how many hours she can hike: 4.8 L / 1.2 L/hour = 4 hours
#### 4","Here's how to solve the problem:

**1. Calculate the total water needed per hour:**

* Violet's water needs: 800 ml/hour
* Dog's water needs: 400 ml/hour
* Total water needs: 800 + 400 = 1200 ml/hour

**2. Convert Violet's water capacity to ml:**

* Violet's water capacity: 4.8 L 
* 1 L = 1000 ml
* Violet's water capacity in ml: 4.8 * 1000 = 4800 ml

**3. Calculate the total hiking time:**

* Total water needed per hour: 1200 ml/hour
* Violet's water capacity: 4800 ml
* Total hiking time: 4800 / 1200 = 4 hours

**Answer:** Violet and her dog can spend **4 hours** hiking. 
",4,4.0,True
"Matias is a salesman in a bookstore. He sold 7 books on Tuesday and three times as many on Wednesday. If the sales from Wednesday were tripled on Thursday, how many books did Matias sell during these three days combined?","Matias sold 7 * 3 = <<7*3=21>>21 books on Wednesday, as he sold three times more books than on Tuesday.
The sales from Wednesday were tripled on Thursday, which means Matias sold then 21 * 3 = <<21*3=63>>63 books.
That means in total Matias sold 7 + 21 + 63 = <<7+21+63=91>>91 books during these three days.
#### 91","Here's how to solve the problem step-by-step:

* **Wednesday's sales:** Matias sold 7 * 3 = 21 books on Wednesday.
* **Thursday's sales:** His sales on Thursday were 21 * 3 = 63 books.
* **Total sales:**  He sold 7 + 21 + 63 = 91 books in total.

**Answer:** Matias sold 91 books during the three days. 
",91,91.0,True
"Reggie is playing marbles with his friend. His friend arrives with 100 marbles. Each game, they bet ten marbles and whoever wins gets to keep all the marbles. After 9 games, Reggie has 90 marbles. How many games has he lost?","Reggie has lost 10 marbles because 100 - 90 = <<100-90=10>>10
Since each game was worth 10 marbles, Reggie has lost 1 game
#### 1","Here's how to solve this problem:

* **Marbles won:** Reggie has 90 marbles, and he started with 0.  So he won 90 marbles.
* **Marbles lost:**  He won 90 marbles, and he started with 0.  So he lost 100 marbles.
* **Games lost:**  He lost 100 marbles - 90 marbles = 10 marbles.
* **Games lost:**  He lost 10 marbles / 10 marbles per game = 1 game.

**Answer:** Reggie has lost **1** game. 
",1,1.0,True
"James took a job delivering groceries in his neighborhood. He can carry 10 bags on each trip. If he takes 20 trips a day, how many bags does he deliver in 5 days?","James delivers 10 x 20 = <<10*20=200>>200 bags a day.
So, he can deliver 200 x 5 = <<200*5=1000>>1000 bags in 5 days.
#### 1000","Here's how to solve the problem:

* **Bags per day:** James delivers 10 bags/trip * 20 trips/day = 200 bags/day
* **Bags in 5 days:** He delivers 200 bags/day * 5 days = 1000 bags

**Answer:** James delivers 1000 bags in 5 days. 
",1000,5.0,False
Hakeem has always loved artichoke dip and plans to make it this weekend. He has $15 dollars to buy artichokes and can find the rest of the ingredients at home. It takes 3 artichokes to make 5 ounces of dip. How many ounces can he make if artichokes cost $1.25 each?,"He can buy 12 artichokes because 15 / 1.25 = <<15/1.25=12>>12
Each artichoke makes 5/3 ounces of dip because there are 3 artichokes per 5 ounces
He can make 20 ounces of dip because 12 x (5/3) = 60/3 = <<12*(5/3)=20>>20
#### 20","Here's how to solve the problem:

**1. Calculate the total number of artichokes:**

* Hakeem has $15.00 and each artichoke costs $1.25.
* He can buy 15.00 / 1.25 = 12 artichokes.

**2. Calculate the total ounces of dip:**

* He can make 5 ounces of dip per 3 artichokes.
* He has 12 artichokes, so he can make 12 / 3 = 4 batches of dip.
* Each batch makes 5 ounces, so he can make 4 * 5 = 20 ounces of dip.


**Answer:** Hakeem can make 20 ounces of artichoke dip. 
",20,20.0,True
"Isabelle works in a hotel and runs a bubble bath for each customer who enters the hotel. There are 13 rooms for couples and 14 single rooms. For each bath that is run, Isabelle needs 10ml of bubble bath. If every room is filled to maximum capacity, how much bubble bath, in millilitres, does Isabelle need?","In the rooms for couples, there are 13 rooms * 2 people per room = <<13*2=26>>26 people.
So in total, there are 26 people in couples' rooms + 14 people in single rooms = <<26+14=40>>40 people in the hotel.
As each person gets a bubble bath, Isabelle will need a total of 40 baths * 10ml of bubble bath per bath = <<40*10=400>>400ml of bubble bath.
#### 400","Here's how to solve the problem:

* **Couples:** 13 rooms * 2 people/room = 26 people
* **Single:** 14 rooms * 1 person/room = 14 people
* **Total People:** 26 people + 14 people = 40 people
* **Total Bubble Bath Needed:** 40 people * 10 ml/person = 400 ml

**Answer:** Isabelle needs 400 ml of bubble bath. 
",400,400.0,True
Sophie's aunt gave her $260 to spend on clothes at the mall. She bought 2 shirts that cost $18.50 each and a pair of trousers that cost $63. She then decides to purchase 4 more articles of clothing with her remaining budget. How much money would each item cost if she split the cost of each item evenly?,"Sophie spent $18.50 × 2 = $<<18.5*2=37>>37 on the two shirts.
She spent in total $37 + $63 = $<<37+63=100>>100 on clothes so far.
She has $260 - $100 = $<<260-100=160>>160 left to spend on clothes.
Sophie has $160 ÷ 4 = $<<160/4=40>>40 left to spend on each additional item of clothing
#### 40","Here's how to solve the problem step-by-step:

**1. Calculate the cost of the shirts:**

* 2 shirts * $18.50/shirt = $37.00

**2. Calculate the total cost of the shirts and trousers:**

* $37.00 + $63.00 = $100.00

**3. Calculate Sophie's remaining budget:**

* $260.00 - $100.00 = $160.00

**4. Calculate the cost of each of the 4 additional items:**

* $160.00 / 4 items = $40.00/item

**Answer:** Each of the 4 additional items would cost $40.00. 
",40,40.0,True
"There are 100 jellybeans in a glass jar.  Mrs. Copper’s kindergarten class normally has 24 kids, but 2 children called in sick and stayed home that day. The remaining children who attended school eat 3 jellybeans each. How many jellybeans are still left in the jar?","With the sick children who stayed home, there are this many kindergarten students in the class: 24 - 2 = <<24-2=22>>22 kids.
This many jellybeans are eaten: 22 x 3 = <<22*3=66>>66 jellybeans.
This many jellybeans are still left in the jar: 100 - 66 = <<100-66=34>>34 jellybeans.
#### 34","Here's how to solve the problem step-by-step:

1. **Calculate the number of students present:** 24 kids - 2 kids = 22 kids
2. **Calculate the total jellybeans eaten:** 22 kids * 3 jellybeans/kid = 66 jellybeans
3. **Calculate the number of jellybeans remaining:** 100 jellybeans - 66 jellybeans = 34 jellybeans

**Answer:** There are 34 jellybeans left in the jar. 
",34,34.0,True
