question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
Tim drops a ball off the roof of a 96-foot tall building. The ball bounces to half the height from which it fell on each bounce. How high will it bounce on the fifth bounce?,"On the first bounce, it will reach a height of 96 / 2 = <<96/2=48>>48 feet.
On the second bounce, it will reach a height of 48 / 2 = <<48/2=24>>24 feet.
On the third bounce, it will reach a height of 24 / 2 = <<24/2=12>>12 feet.
On the fourth bounce, it will reach a height of 12 / 2 = <<12/2=6>>6 feet.
On the fifth bounce, it will reach a height of 6 / 2 = <<6/2=3>>3 feet.
#### 3","To find the height of the ball's bounce, we'll calculate the height after each bounce:

1st bounce: 96 / 2 = 48 feet
2nd bounce: 48 / 2 = 24 feet
3rd bounce: 24 / 2 = 12 feet
4th bounce: 12 / 2 = 6 feet
5th bounce: 6 / 2 = 3 feet

The ball will bounce 3 feet on the fifth bounce.",3,3.0,True
Thirty students run in a charity race to raise money for the hurricane victims. Ten of the students raised $20 each. The rest of the students raised $30 each. How much did the students raise in all?,"Ten students raised a total of $20 x 10 = $<<20*10=200>>200.
There are 30 - 10 = <<30-10=20>>20 students who raised $30 each.
Twenty students raised a total of $30 x 20 = $<<30*20=600>>600.
Therefore, the students raised a total of $200 + $600 = $<<200+600=800>>800.
#### 800","To find the total amount raised, we need to calculate the amount raised by the 10 students who raised $20 each, and the amount raised by the rest of the students.

The 10 students raised $20 each, so they raised 10 * $20 = $200.

The rest of the students are 30 - 10 = 20 students.

These 20 students raised $30 each, so they raised 20 * $30 = $600.

To find the total amount raised, we need to add the amounts raised by both groups: $200 + $600 = $800.

The answer is $800.",800,800.0,True
"Apple can run at a rate of 3 miles per hour. Mac can run at a rate of 4 miles per hour. In minutes, how much faster will Mac run a 24 mile race?","First find how fast each runs. Apple = 24 miles / 3 miles per hour = <<24/3=8>>8 hours
Mac = 24 miles / 4 miles per hour = <<24/4=6>>6 hours.
Mac runs 8 hours - 6 hours = <<8-6=2>>2 hours faster.
1 hour = 60 minutes, so, Mac runs faster by 2 hours * 60 minutes = <<2*60=120>>120 minutes.
#### 120","To find the time it takes for each person to run the 24-mile race, we'll use the formula time = distance / speed.

For Apple: time = 24 miles / 3 miles/hour = 8 hours
For Mac: time = 24 miles / 4 miles/hour = 6 hours

Since Mac runs faster, it takes him 6 hours to complete the race, and Apple takes 8 hours. 

To find the time difference in hours, subtract: 8 - 6 = 2 hours

To convert the time difference to minutes, multiply by 60: 2 hours * 60 minutes/hour = 120 minutes

So, Mac will run the 24-mile race 120 minutes faster than Apple.",120,120.0,True
"Last year, the school library purchased 50 new books. This year, it purchased 3 times as many books. If the library had 100 books before it purchased new books last year, how many books are in the library now?","Last year, there were a total of 100 + 50 = <<100+50=150>>150 books in the library.
The library purchased 50 x 3 = <<50*3=150>>150 books this year.
Therefore, the library now has a total of 150 + 150 = <<150+150=300>>300 books.
#### 300","The library initially had 100 books. Last year, they purchased 50 new books. This year, they purchased 3 times as many books, which is 3 * 50 = 150.

So, the total number of new books purchased is 50 + 150 = 200.

Now, let's add the new books to the initial number of books: 100 + 200 = 300.

The library now has 300 books.",300,300.0,True
A class of 12 students was about to share 108 oranges equally among themselves when it was discovered that 36 of the oranges were bad and had to be thrown away. How many oranges less will each student get now than if no orange had to be thrown away?,"If the 12 students had shared the 108 oranges, each student would have gotten 108/12 = <<108/12=9>>9 oranges
But 36 were removed so there are 108-36 = <<108-36=72>>72 oranges left
So 12 shared 72 for each to get 72/12 = <<72/12=6>>6 oranges
This is 9-6 = <<9-6=3>>3 less than they would each get if they did not have to throw any orange away.
#### 3","If the 36 oranges were thrown away, the remaining number of oranges would be 108 - 36 = 72.

Initially, with 12 students, each student would get 108 / 12 = 9 oranges.

Now, with 72 oranges and 12 students, each student will get 72 / 12 = 6 oranges.

To find the difference, subtract the new number of oranges each student gets from the original number: 9 - 6 = 3.

So, each student will get 3 fewer oranges.",3,3.0,True
"Santana has 7 brothers. 3 of them have birthdays in March, 1 of them has a birthday in October, 1 has a birthday in November, and another 2 of them were born in December. If Santana always buys each of her brothers a birthday present and a Christmas present, how many more presents does she have to buy in the second half of the year than the first half of the year?","Santana has 1 + 1 + 2 = <<1+1+2=4>>4 brothers with birthdays in the second half of the year.
She has 7 brothers - 4 brothers = <<7-4=3>>3 brothers with birthdays in the first half of the year.
Altogether, she has to buy 4 + 7 = <<4+7=11>>11 presents in the second half of the year.
Therefore, she has to buy 11 - 3 = <<11-3=8>>8 more presents in the second half of the year.
#### 8","In the first half of the year (January to June), Santana buys birthday presents for 3 brothers (in March), so that's 3 presents. 

In the second half of the year (July to December), Santana buys birthday presents for 5 brothers (1 in October, 1 in November, and 2 in December) and Christmas presents for all 7 brothers, so that's 5 + 7 = 12 presents.

To find the difference, we subtract the number of presents in the first half from the number of presents in the second half: 12 - 3 = 9.

So, Santana has to buy 9 more presents in the second half of the year than the first half of the year.",8,9.0,False
"Trish likes to go for walks every day.  One day, she goes on a 1-mile walk.  Every subsequent day, she doubles the distance she walked the previous day.  On what day does she walk more than 10 times further than she did on the first day?","Trish walks 1 mile on the first day, and since she walks double the previous day's amount each day that means she walks 1*2=<<1*2=2>>2 miles the second day.
On the following day, she walks double the distance of the previous day's total of 2 miles, meaning she walks 2*2=<<2*2=4>>4 miles that day.
On the following day, she walks double the distance of the previous day's total of 4 miles, meaning she walks 4*2=<<4*2=8>>8 miles that day.
On the following day, she walks double the distance of the previous day's total of 8 miles, meaning she walks 8*2=<<8*2=16>>16 miles that day.
As we're looking for the first day that her distance exceeds 10 times her original total, that means we're seeking a mile total of greater than or equal to 10*1= <<10*1=10>>10 miles,
Since she accomplished this on the 5th day of walking, the answer is <<5=5>>5.
#### 5","Trish walked 1 mile on the first day. 
On the second day, she doubles the distance and walks 1 * 2 = 2 miles.
On the third day, she doubles the distance and walks 2 * 2 = 4 miles.
On the fourth day, she doubles the distance and walks 4 * 2 = 8 miles.
On the fifth day, she doubles the distance and walks 8 * 2 = 16 miles.

Since 16 miles is more than 10 times the original 1-mile walk (10 * 1 = 10 miles), Trish walks more than 10 times further than she did on the first day on the fifth day. The answer is the fifth day.",5,10.0,False
"Princeton had a gender reveal party and invited all of his fellow employees to celebrate with him. If the total number of guests were 60, and 2/3 were male guests, how many female guests attended the party?","The number of males in the party was 2 males / 3 guests * 60 guests = <<2/3*60=40>>40 males
If the total number of people at the party was 60, then there were 60 guests - 40 males = <<60-40=20>>20 females.
#### 20","Since 2/3 of the guests were male, we need to find the number of male guests first. 

To do this, we multiply 2/3 by the total number of guests (60):

2/3 * 60 = (2 * 60) / 3
= 120 / 3
= 40

So, there were 40 male guests. 

To find the number of female guests, we subtract the number of male guests from the total number of guests:

60 (total guests) - 40 (male guests) = 20

There were 20 female guests at the party.",20,20.0,True
"Victor works at Clucks Delux, a restaurant specializing in chicken. An order of Chicken Pasta uses 2 pieces of chicken, an order of Barbecue Chicken uses 3 pieces of chicken, and a family-size Fried Chicken Dinner uses 8 pieces of chicken. Tonight, Victor has 2 Fried Chicken Dinner orders, 6 Chicken Pasta orders, and 3 Barbecue Chicken orders. How many pieces of chicken does he need for all the orders?","Victor needs 2 * 8 = <<2*8=16>>16 pieces of chicken for Fried Chicken Dinners.
He needs 6 * 2 = <<6*2=12>>12 pieces of chicken for Chicken Pasta.
He needs 3 * 3 = <<3*3=9>>9 pieces of chicken for Barbecue Chicken orders.
Thus, he needs 16 + 12 + 9 = <<16+12+9=37>>37 pieces of chicken.
#### 37","To find the total number of pieces of chicken needed, let's calculate the number of pieces for each type of order:

- 2 Fried Chicken Dinner orders: 2 x 8 = 16 pieces
- 6 Chicken Pasta orders: 6 x 2 = 12 pieces
- 3 Barbecue Chicken orders: 3 x 3 = 9 pieces

Now, let's add up the total number of pieces: 16 + 12 + 9 = 37

Victor needs 37 pieces of chicken for all the orders.",37,37.0,True
"Pauline has a garden with vegetables. In it, Pauline has planted 3 kinds of tomatoes - 5 of each kind, 5 kinds of cucumbers - 4 of each kind, and 30 potatoes. In the whole garden, there are 10 rows with 15 spaces in each to plant any vegetable. How many more vegetables could Pauline plant in her garden?","Pauline planted in total 3 * 5 = <<3*5=15>>15 tomatoes.
Pauline also planted 5 * 4 = <<5*4=20>>20 cucumbers.
In total Pauline planted 15 + 20 + 30 = <<15+20+30=65>>65 different vegetables.
The whole garden can be filled up with 10 * 15 = <<10*15=150>>150 different vegetables.
So Pauline could plant 150 - 65 = <<150-65=85>>85 more vegetables in her garden.
#### 85","To find out how many vegetables Pauline already has, let's count them:
- Tomatoes: 3 kinds * 5 each = 15 tomatoes
- Cucumbers: 5 kinds * 4 each = 20 cucumbers
- Potatoes: 30 potatoes

Total number of vegetables Pauline already has: 15 + 20 + 30 = 65

Now, let's find out how many spaces are available in the garden: 
- 10 rows * 15 spaces in each row = 150 spaces

Since Pauline already has 65 vegetables, she can plant 150 - 65 = 85 more vegetables in her garden.

The answer is 85.",85,85.0,True
"Bob is going to put in a vegetable garden on his property. It's going to be in one of the back corners of his land. He wants the width of the garden to be about an eighth of the width of his property, and the length to be a tenth of the length of his property. His land is 1000 feet wide and 2250 feet long. How many square feet is his garden going to be?","The width of his garden is going to be 1000 / 8 = <<1000/8=125>>125 feet.
The length of his garden is going to be 2250 / 10 = <<2250/10=225>>225 feet.
So the area of his garden is going to be 125 X 225 = 28125 square feet.
#### 28125","To find the area of the garden, we need to find the width and length of the garden.

Width of the garden: 1/8 * 1000 = 125 feet
Length of the garden: 1/10 * 2250 = 225 feet

Now, we multiply the width and length to find the area:
Area = width * length = 125 * 225 = 28125 square feet

The garden is going to be 28125 square feet.",28125,28125.0,True
Matilda bought a smartphone for $300. Then she decided she wouldn't use it anyway and sold it for $255. What percentage of the initial cost did she lose?,"The difference between the initial cost and the amount she sold the phone for is $300-$255 = $<<300-255=45>>45
$45 is (($45/$300)*100)% = 15% of $300
#### 15","To find the percentage of the initial cost that Matilda lost, we need to calculate the difference between the initial cost and the selling price.

Initial cost: $300
Selling price: $255
Loss: $300 - $255 = $45

Now, let's calculate the percentage of the loss:
Loss percentage = (Loss / Initial cost) * 100
= ($45 / $300) * 100
= 0.15 * 100
= 15%

So, Matilda lost 15% of the initial cost.",15,15.0,True
John is laying the foundation for 3 homes. Each home needs a slab of concrete that is 100 feet by 100 feet by .5 feet. Concrete has a density of 150 pounds per cubic foot. A pound of concrete cost $.02 per pound. How much does the foundation cost?,"The volume of the slab is 100*100*.5=<<100*100*.5=5000>>5000 cubic feet
So it weighs 5000*150=<<5000*150=750000>>750000 pounds
That means the cost is 750000*$0.02=$<<750000*0.02=15000>>15,000 per house
So the total cost for all 3 houses is $15000*3=$<<15000*3=45000>>45,000
#### 45000","To find the volume of the concrete slab, we need to calculate the volume of a single slab and then multiply it by 3 (since there are 3 homes).

The volume of the slab is the length times the width times the height: 
Volume = Length * Width * Height
Volume = 100 feet * 100 feet * 0.5 feet
Volume = 50,000 cubic feet

Since the density of concrete is 150 pounds per cubic foot, we multiply the volume by the density:
Total weight of concrete = Volume * Density
Total weight of concrete = 50,000 cubic feet * 150 pounds/cubic foot
Total weight of concrete = 7,500,000 pounds

Since a pound of concrete costs $0.02, we multiply the total weight by the cost per pound:
Total cost = Total weight of concrete * Cost per pound
Total cost = 7,500,000 pounds * $0.02/pound
Total cost = $150,000

The answer is $150,000.",45000,150000.0,False
"Violet is planning a hike through the desert with her dog. Violet needs 800 ml of water per hour hiked and her dog needs 400 ml of water per hour. If Violet can carry 4.8 L of water, how many hours can she and her dog spend hiking?","First find the total amount of water Violet and her dog consume per hour: 800 ml + 400 ml = <<800+400=1200>>1200 ml
Then divide that amount by 1000 ml/L to convert it to liters: 1200 ml / 1000 ml/L = <<1200/1000=1.2>>1.2 L
Then divide Violet's carrying capacity by the amount of water they drink per hour to find how many hours she can hike: 4.8 L / 1.2 L/hour = 4 hours
#### 4","To find the total water needed per hour, add Violet's water needs and her dog's water needs: 
800 ml (Violet) + 400 ml (dog) = 1200 ml per hour.

Since Violet can carry 4.8 L of water, and there are 1000 ml in 1 L, we can convert 4.8 L to ml: 
4.8 L * 1000 ml/L = 4800 ml.

Now, divide the total water Violet can carry (4800 ml) by the total water needed per hour (1200 ml) to find out how many hours they can hike:
4800 ml / 1200 ml per hour = 4 hours.

The answer is 4 hours.",4,4.0,True
"Matias is a salesman in a bookstore. He sold 7 books on Tuesday and three times as many on Wednesday. If the sales from Wednesday were tripled on Thursday, how many books did Matias sell during these three days combined?","Matias sold 7 * 3 = <<7*3=21>>21 books on Wednesday, as he sold three times more books than on Tuesday.
The sales from Wednesday were tripled on Thursday, which means Matias sold then 21 * 3 = <<21*3=63>>63 books.
That means in total Matias sold 7 + 21 + 63 = <<7+21+63=91>>91 books during these three days.
#### 91","To find the total number of books sold, we need to calculate the number of books sold each day.

On Tuesday, Matias sold 7 books.

On Wednesday, he sold three times as many books as Tuesday, which is 3 * 7 = 21 books.

On Thursday, the sales from Wednesday were tripled, which is 3 * 21 = 63 books.

Now, let's add the books sold each day: 7 + 21 + 63 = 91 books.

Matias sold 91 books during these three days combined.",91,91.0,True
"Reggie is playing marbles with his friend. His friend arrives with 100 marbles. Each game, they bet ten marbles and whoever wins gets to keep all the marbles. After 9 games, Reggie has 90 marbles. How many games has he lost?","Reggie has lost 10 marbles because 100 - 90 = <<100-90=10>>10
Since each game was worth 10 marbles, Reggie has lost 1 game
#### 1","Let's break down the information:

- Reggie's friend starts with 100 marbles.
- Each game, 10 marbles are bet.
- After 9 games, Reggie has 90 marbles.

We know Reggie ends up with 90 marbles after 9 games, but we don't know the exact number of marbles Reggie has after each game. However, we can figure out how many marbles Reggie has lost.

Since Reggie has 90 marbles after 9 games, he must have lost 10 marbles at some point. 

Let's say Reggie lost x games. In those x games, Reggie lost 10x marbles. 

Reggie has 90 marbles after 9 games, so before the last game, he must have had 90 + 10 = 100 marbles.

Now, let's subtract the marbles Reggie lost before the last game from the total marbles Reggie's friend started with: 
100 (initial marbles) - 10x (marbles lost) = 100 - 10x

We know Reggie's friend started with 100 marbles, and Reggie lost some marbles in the 9 games, so Reggie's friend must have 100 - 10x marbles left.

Since Reggie won the last game and had 90 marbles, his friend must have lost the last game. This means Reggie's friend must have 100 - 90 = 10 marbles left.

Now we can set up an equation:
100 - 10x = 10

Solving for x:
100 - 10x = 10
-10x = -90
x = 9

This means Reggie lost 9 games.",1,9.0,False
"James took a job delivering groceries in his neighborhood. He can carry 10 bags on each trip. If he takes 20 trips a day, how many bags does he deliver in 5 days?","James delivers 10 x 20 = <<10*20=200>>200 bags a day.
So, he can deliver 200 x 5 = <<200*5=1000>>1000 bags in 5 days.
#### 1000","James carries 10 bags per trip and makes 20 trips a day. So, in one day, he delivers 10 * 20 = 200 bags.

If he delivers 200 bags per day, in 5 days, he will deliver 200 * 5 = 1000 bags. The answer is 1000.",1000,1000.0,True
Hakeem has always loved artichoke dip and plans to make it this weekend. He has $15 dollars to buy artichokes and can find the rest of the ingredients at home. It takes 3 artichokes to make 5 ounces of dip. How many ounces can he make if artichokes cost $1.25 each?,"He can buy 12 artichokes because 15 / 1.25 = <<15/1.25=12>>12
Each artichoke makes 5/3 ounces of dip because there are 3 artichokes per 5 ounces
He can make 20 ounces of dip because 12 x (5/3) = 60/3 = <<12*(5/3)=20>>20
#### 20","To find out how many artichokes Hakeem can buy, we need to divide the amount of money he has ($15) by the cost of each artichoke ($1.25). 

$15 ÷ $1.25 = 12 artichokes

Since it takes 3 artichokes to make 5 ounces of dip, we need to divide the total number of artichokes by 3 to find out how many batches he can make.

12 artichokes ÷ 3 = 4 batches

Now, we multiply the number of batches by the ounces per batch to find the total ounces.

4 batches * 5 ounces per batch = 20 ounces

Hakeem can make 20 ounces of artichoke dip.",20,20.0,True
"Isabelle works in a hotel and runs a bubble bath for each customer who enters the hotel. There are 13 rooms for couples and 14 single rooms. For each bath that is run, Isabelle needs 10ml of bubble bath. If every room is filled to maximum capacity, how much bubble bath, in millilitres, does Isabelle need?","In the rooms for couples, there are 13 rooms * 2 people per room = <<13*2=26>>26 people.
So in total, there are 26 people in couples' rooms + 14 people in single rooms = <<26+14=40>>40 people in the hotel.
As each person gets a bubble bath, Isabelle will need a total of 40 baths * 10ml of bubble bath per bath = <<40*10=400>>400ml of bubble bath.
#### 400","For the couples' rooms, there are 13 rooms with 2 people in each room. So, that's 13 * 2 = 26 people. 

For the single rooms, there are 14 rooms with 1 person in each room. So, that's 14 people.

In total, there are 26 + 14 = 40 people. Since Isabelle needs 10ml of bubble bath per person, she needs 40 * 10 = 400ml of bubble bath. 

The answer is 400ml.",400,400.0,True
Sophie's aunt gave her $260 to spend on clothes at the mall. She bought 2 shirts that cost $18.50 each and a pair of trousers that cost $63. She then decides to purchase 4 more articles of clothing with her remaining budget. How much money would each item cost if she split the cost of each item evenly?,"Sophie spent $18.50 × 2 = $<<18.5*2=37>>37 on the two shirts.
She spent in total $37 + $63 = $<<37+63=100>>100 on clothes so far.
She has $260 - $100 = $<<260-100=160>>160 left to spend on clothes.
Sophie has $160 ÷ 4 = $<<160/4=40>>40 left to spend on each additional item of clothing
#### 40","To find out how much money Sophie has left after buying the shirts and trousers, we need to calculate the total cost of those items first.

2 shirts at $18.50 each = 2 * $18.50 = $37
Adding the trousers that cost $63, the total cost is $37 + $63 = $100

Now, let's subtract this amount from the initial $260 to find out how much money Sophie has left.

$260 - $100 = $160

Since Sophie wants to split the remaining $160 evenly among 4 more articles of clothing, we need to divide $160 by 4.

$160 ÷ 4 = $40

So, each of the 4 additional items would cost $40.",40,40.0,True
"There are 100 jellybeans in a glass jar.  Mrs. Copper’s kindergarten class normally has 24 kids, but 2 children called in sick and stayed home that day. The remaining children who attended school eat 3 jellybeans each. How many jellybeans are still left in the jar?","With the sick children who stayed home, there are this many kindergarten students in the class: 24 - 2 = <<24-2=22>>22 kids.
This many jellybeans are eaten: 22 x 3 = <<22*3=66>>66 jellybeans.
This many jellybeans are still left in the jar: 100 - 66 = <<100-66=34>>34 jellybeans.
#### 34","There are 24 kids, but 2 stayed home, so 24 - 2 = 22 kids attended school. Each kid eats 3 jellybeans, so 22 * 3 = 66 jellybeans were eaten. 

Initially, there were 100 jellybeans. After eating 66, there are 100 - 66 = 34 jellybeans left in the jar.",34,34.0,True
A class has 32 students and they all need to present their projects. Every period is 40 minutes long. How many periods will it take for every student to present their project if they have 5 minutes to do so?,"All the students will present their projects in 32 * 5 = <<32*5=160>>160 minutes.
It will take 160 / 40 = <<160/40=4>>4 periods for all the students to present their projects.
#### 4","To find the total time needed, multiply the number of students by the time each student needs to present: 32 students * 5 minutes/student = 160 minutes.

Now, divide the total time needed by the length of each period: 160 minutes / 40 minutes/period = 4 periods.

It will take 4 periods for every student to present their project.",4,4.0,True
"Mr. Doré bought $140 worth of pants, a $43 shirt and a $15 tie. He pays with a $200 bill. How much will the saleswoman give him back?","The total expenses are $140 + $43 + $15 = $<<140+43+15=198>>198.
Mr. Doré paid $200, so the saleswoman must give him $200 - $198 = $<<200-198=2>>2 back.
#### 2","To find out how much change Mr. Doré will get, we need to calculate the total amount he spent.

The pants cost $140, the shirt is $43, and the tie is $15. 
Total amount spent = $140 + $43 + $15 = $198

Now, let's calculate the change he will get:
Change = $200 (bill) - $198 (total amount spent)
Change = $2

So, the saleswoman will give Mr. Doré $2 as change.",2,2.0,True
"Over several years, Daniel has adopted any stray animals he sees on the side of the road.  He now has 2 horses, 5 dogs, 7 cats, 3 turtles, and 1 goat.  All of the animals are perfectly healthy.  In total, how many legs do his animals have?","He has 2 horses, 5 dogs, 7 cats, 3 turtles and 1 goat so in total he has 2+5+7+3+1 = <<2+5+7+3+1=18>>18 animal
Each animal has 4 legs so 18*4 = <<18*4=72>>72 legs total
#### 72","To find the total number of legs, we need to calculate the legs of each type of animal and then add them together.

- 2 horses have 4 legs each, so they have 2 * 4 = 8 legs.
- 5 dogs have 4 legs each, so they have 5 * 4 = 20 legs.
- 7 cats have 4 legs each, so they have 7 * 4 = 28 legs.
- 3 turtles have 4 legs each, so they have 3 * 4 = 12 legs.
- 1 goat has 4 legs.

Now, let's add the total number of legs: 8 (horses) + 20 (dogs) + 28 (cats) + 12 (turtles) + 4 (goat) = 72 legs.

The answer is 72.",72,72.0,True
"Lola and Dora combined their allowance of $9 each to buy a deck of playing cards for $10, they also bought $2 boxes of stickers and split the boxes evenly. How many packs of stickers did Dora get?","Lola and Dora together have $9/person x 2 people = $<<9*2=18>>18
After buying the deck of cards they had $18 - $10 = $<<18-10=8>>8
With 8 dollars they bought $8 / $2/pack = <<8/2=4>>4 packs of stickers
Dora received 4 packs / 2 people = <<4/2=2>>2 packs of stickers
#### 2","First, let's calculate the amount of money they have together: Lola has $9 and Dora has $9, so together they have $9 + $9 = $18.

They spent $10 on a deck of playing cards and $2 on boxes of stickers, so they spent $10 + $2 = $12 in total.

To find out how much money they have left, we subtract the total amount spent from the total amount they had: $18 - $12 = $6.

Since they split the $2 boxes of stickers evenly, each of them gets $2 / 2 = $1.

The answer is Dora got 1 pack of stickers.",2,1.0,False
"Mason is trying to download a 880 MB game to his phone. After downloading 310 MB, his Internet connection slows to 3 MB/minute. How many more minutes will it take him to download the game?","First find how many MB are left to download: 880 MB - 310 MB = <<880-310=570>>570 MB
Then divide that number by the download speed to find the download time: 570 MB / 3 MB/minute = <<570/3=190>>190 minutes
#### 190","To find the remaining MB to download, subtract the downloaded MB from the total size of the game: 
880 MB - 310 MB = 570 MB

Since Mason's internet connection is 3 MB/minute, divide the remaining MB by the download speed:
570 MB / 3 MB/minute = 190 minutes

It will take Mason 190 minutes to download the game.",190,190.0,True
Tom charges a fee of $100 a day to search for an item for the first 5 days and then $60 per day for every day after that.  How much did it cost for him to look for an item for 10 days?,"The first 5 days cost 5*100=$<<5*100=500>>500
He gets 10-5=<<10-5=5>>5 days on discount
He paid 5*60=$<<5*60=300>>300 at the discounted rate
So in total he pays 500+300=$<<500+300=800>>800
#### 800","For the first 5 days, Tom charges $100 per day, so the total cost for the first 5 days is 5 * $100 = $500.

For the remaining 5 days, Tom charges $60 per day. The total cost for the remaining 5 days is 5 * $60 = $300.

To find the total cost, we need to add the cost of the first 5 days and the cost of the remaining 5 days. Total cost = $500 + $300 = $800.

The answer is $800.",800,800.0,True
"A clerk can process 25 forms per hour. If 2400 forms must be processed in an 8-hour day, how many clerks must you hire for that day?","One clerk can process 25 x 8 = <<25*8=200>>200 forms in a day.
To process the forms for that day 2400/200 = <<2400/200=12>>12 clerks must be hired.
#### 12","To find the total number of forms that need to be processed in a day, multiply the number of forms by the number of hours: 
2400 forms * 8 hours = 19200 forms

Since one clerk can process 25 forms per hour, divide the total number of forms by 25 to find the number of hours one clerk needs to process all the forms: 
19200 forms / 25 forms per hour = 768 hours

Now, divide the total hours by the number of hours in an 8-hour day (8) to find the number of clerks needed:
768 hours / 8 hours per day = 96 days

However, we want to know the number of clerks needed for that day, not for 96 days. To find the number of clerks needed for that day, divide the total number of forms by the number of forms one clerk can process in 8 hours:
2400 forms / (25 forms per hour * 8 hours) = 2400 / 200 = 12

So, 12 clerks are needed to process 2400 forms in an 8-hour day.",12,8.0,False
Audrey's key lime pie calls for 1/4 cup of key lime juice but she likes to double this amount to make it extra tart.  Each key lime yields 1 tablespoon of juice.  There are 16 tablespoons in 1 cup.  How many key limes does Audrey need?,"Her recipe calls for 1/4 cup of juice but she wants to double that so she needs 1/4+1/4 = 1/2 cup of lime juice
16 tablespoons are in 1 cup and she only needs 1/2 cup so she needs 16*.5 = <<16*.5=8>>8 tablespoons of juice
1 key lime yields 1 tablespoon of juice and she needs 8 tablespoons so she needs 1*8 = <<1*8=8>>8 key limes
#### 8","First, let's find out how much key lime juice Audrey needs. She needs 1/4 cup, but she doubles this amount, so she needs 1/4 * 2 = 1/2 cup. 

Since there are 16 tablespoons in 1 cup, Audrey needs 16 * 1/2 = 8 tablespoons of key lime juice.

Now, we need to find out how many key limes Audrey needs to get 8 tablespoons of juice. Since each key lime yields 1 tablespoon of juice, Audrey needs 8 key limes. 

The answer is 8.",8,8.0,True
"Pablo’s mother agrees to pay him one cent for every page he reads. He plans to save the money for some candy. Pablo always checks out books that are exactly 150 pages. After reading his books, he went to the store and bought $15 worth of candy and had $3 leftover. How many books did Pablo read?","He gets $1.5 per book because .01 x 150 = <<.01*150=1.5>>1.5
He earned $18 because 15 + 3 = <<15+3=18>>18
He read 12 books because 18 / 1.5 = <<18/1.5=12>>12
#### 12","Pablo bought $15 worth of candy, and he had $3 leftover. This means he spent $15 + $3 = $18 in total.

Since Pablo gets 1 cent per page, he earns $0.01 per page. To find out how many pages he read, we need to divide the total amount he spent ($18) by the amount he earns per page ($0.01).

$18 ÷ $0.01 = 1800

So, Pablo read 1800 pages. Since each book has 150 pages, we can divide 1800 by 150 to find the number of books he read.

1800 ÷ 150 = 12

Pablo read 12 books.",12,12.0,True
"Jan's three-eyed lizard has 3 times more wrinkles than eyes, and seven times more spots than wrinkles. How many fewer eyes does the lizard have than the combined number of spots and wrinkles?","Three times more wrinkles than three eyes is 3*3=<<3*3=9>>9 wrinkles.
Seven times more spots than wrinkles is 7*9=<<7*9=63>>63 spots.
Therefore, the combined number of spots and wrinkles on the lizard is 63+9=<<63+9=72>>72 spots and wrinkles.
Thus, the lizard has 72-3=69 fewer eyes than spots and wrinkles
#### 69","The lizard has 3 eyes. 
The lizard has 3 times more wrinkles than eyes, so wrinkles = 3 * 3 = 9. 
The lizard has seven times more spots than wrinkles, so spots = 7 * 9 = 63. 
The combined number of spots and wrinkles is 63 + 9 = 72. 
The lizard has 3 fewer eyes than the combined number of spots and wrinkles, so 72 - 3 = 69. The answer is 69.",69,69.0,True
"The bowl of fruit contains apples, pears, and bananas. There are two more pears than apples, and three more bananas than pears.  If the bowl contains 19 pieces of fruit, how many bananas does it contain?","Let A be the number of apples.
There are A+2 pears.
There are (A+2)+3 pears.
Then A+(A+2)+((A+2)+3)=19.
3A+7=19
3A=12
A=4
There are 4 apples.
There are (4+2)+3=<<4+2+3=9>>9 bananas.
#### 9","Let's break it down step by step:

1. The bowl contains 19 pieces of fruit in total.
2. There are 2 more pears than apples. Let's represent the number of apples as A. Then, the number of pears is A + 2.
3. There are 3 more bananas than pears. So, the number of bananas is (A + 2) + 3.
4. The total number of fruits is the sum of apples, pears, and bananas: A + (A + 2) + ((A + 2) + 3) = 19
5. Simplify the equation: A + A + 2 + A + 2 + 3 = 19
   3A + 7 = 19
   3A = 12
   A = 4
6. Since there are 4 apples, the number of pears is 4 + 2 = 6.
7. Since there are 3 more bananas than pears, the number of bananas is 6 + 3 = 9.

The bowl contains 9 bananas.",9,9.0,True
"If the sum of two numbers is 33, and if the second number is twice the first number, what is the second number?","The first number is 33/3=<<33/3=11>>11.
The second number is 11*2=<<11*2=22>>22.
#### 22","Let's call the first number 'x'. Since the second number is twice the first number, the second number is '2x'.

We know that the sum of the two numbers is 33. So we can set up the equation:

x + 2x = 33

Combine like terms:

3x = 33

Divide both sides by 3:

x = 11

Now that we know the first number is 11, we can find the second number by multiplying 11 by 2:

2x = 2 * 11 = 22

So the second number is 22.",22,22.0,True
